Word	Freq	Count	Epitran	CharSiu	XPF	WikiPron
jacques	37.17615031669433	88			@ a @ q u i s	
cartier	5.914387550383189	14			@ a ɾ t i i ɾ	
cristóbal	72.66247561899347	172			@ ɾ i s t @ @ a l	
colón	46.04773164226911	109			@ u l @ n	
james	168.9825014395197	400			@ a m i s	
cook	11.828775100766379	28			@ u u k	
hernán	22.81263769433516	54			h i ɾ n @ n	
cortés	19.432987665544765	46			@ u ɾ t @ s	
francis	43.51299412067632	103			@ ɾ a n @ i s	
drake	8.871581325574784	21			@ ɾ a k i	
vasco	26.614743976724352	63			@ a s @ u	
da	250.09410213048912	592			@ a	
gama	25.347375215927954	60			@ a m a	
edmund	11.828775100766379	28			i @ m u n @	
hillary	4.647018789586792	11			h i ʎ a ɾ j	
fernando	224.32427066096238	531			@ i ɾ n a n @ u	
magallanes	18.588075158347166	44			m a @ a ʎ a n i s	
marco	70.97265060459827	168			m a ɾ @ u	
polo	22.81263769433516	54			p u l u	
zheng	6.3368438039819885	15			@ h i n @	
he	36.331237809496734	86			h i	
francisco	439.77695999635	1041			@ ɾ a n @ i s @ u	
pizarro	50.69475043185591	120			p i @ a ɾ ɾ u	
diego	105.191607146101	249			@ i i @ u	
almagro	12.673687607963977	30			a l m a @ ɾ u	
tarina	2.5347375215927954	6			t a ɾ i n a	
kamaqkuna	1.2673687607963977	3			k a m a q k u n a	
yachaqkuna	24.924918962329155	59			j a tʃ a q k u n a	
científicos	4.224562535987992	10			@ i i n t @ @ i @ u s	
marie	51.9621191926523	123			m a ɾ i i	
charles	128.84915734763376	305			tʃ a ɾ l i s	
darwin	14.363512622359174	34			@ a ɾ w i n	
albert	54.9193129678439	130			a l @ i ɾ t	
einstein	14.363512622359174	34			i i n s t i i n	
alva	19.855443919143564	47			a l @ a	
edison	10.98386259356878	26			i @ i s u n	
alexander	74.35230063338867	176			a l i @ a n @ i ɾ	
graham	18.588075158347166	44			@ ɾ a h a m	
bell	21.122812679939962	50			@ i ʎ	
enrico	10.98386259356878	26			i n ɾ i @ u	
fermi	3.379650028790394	8			@ i ɾ m i	
louis	88.29335700214904	209			l u u i s	
pasteur	3.8021062823891927	9			p a s t i u ɾ	
fleming	7.181756311179587	17			@ l i m i n @	
henry	94.20774455253222	223			h i n ɾ j	
ford	34.218956541502735	81			@ u ɾ @	
zhang	29.994394005514742	71			@ h a n @	
heng	3.379650028790394	8			h i n @	
sigmund	3.8021062823891927	9			s i @ m u n @	
freud	8.026668818377185	19			@ ɾ i u @	
nicolás	80.26668818377185	190			n i @ u l @ s	
galileo	5.914387550383189	14			@ a l i l i u	
galilei	5.49193129678439	13			@ a l i l i i	
johannes	24.924918962329155	59			@ u h a n n i s	
kepler	2.9571937751915947	7			k i p l i ɾ	
gutenberg	11.40631884716758	27			@ u t i n @ i ɾ @	
edward	68.01545682940667	161			i @ w a ɾ @	
jenner	3.8021062823891927	9			@ i n n i ɾ	
john	354.86325302299133	840			@ u h n	
maynard	2.112281267993996	5			m a j n a ɾ @	
keynes	5.069475043185591	12			k i j n i s	
isaac	22.39018144073636	53			i s a a @	
newton	17.32070639755077	41			n i w t u n	
leonardo	60.41124426462829	143			l i u n a ɾ @ u	
vinci	16.47579389035317	39			@ i n @ i	
wright	12.251231354365178	29			w ɾ i @ h t	
wawqikuna	5.069475043185591	12			w a w q i k u n a	
nikola	5.069475043185591	12			n i k u l a	
tesla	8.026668818377185	19			t i s l a	
carl	48.16001291026311	114			@ a ɾ l	
sagan	3.8021062823891927	9			s a @ a n	
paulet	3.8021062823891927	9			p a u l i t	
qillqaqkuna	38.86597533108953	92			q i ʎ q a q k u n a	
escritores	12.251231354365178	29			i s @ ɾ i t u ɾ i s	
aristotelis	5.49193129678439	13			a ɾ i s t u t i l i s	
agustín	89.98318201654423	213			a @ u s t @ n	
santu	141.94530120919654	336			s a n t u	
matsuo	1.689825014395197	4			m a t s u u	
basho	2.112281267993996	5			@ a ʃ u	
marcus	11.40631884716758	27			m a ɾ @ u s	
tullius	2.9571937751915947	7			t u ʎ i u s	
cicero	4.224562535987992	10			@ i @ i ɾ u	
dante	14.363512622359174	34			@ a n t i	
alighieri	3.379650028790394	8			a l i @ h i i ɾ i	
von	168.5600451859209	399			@ u n	
goethe	11.828775100766379	28			@ u i tʰ i	
iródotos	1.2673687607963977	3			i ɾ @ @ u t u s	
ipokratis	1.689825014395197	4			i p u k ɾ a t i s	
omiros	2.112281267993996	5			u m i ɾ u s	
immanuel	5.914387550383189	14			i m m a n u i l	
kant	8.871581325574784	21			k a n t	
