Word	Freq	Count	Epitran	CharSiu	XPF	WikiPron
orðið	357.1424070295456	4534		ɔ r ð ɪ ð		
hana	354.7793121440391	4504		h aː n a		h aː n a
heldur	353.83407418983654	4492		h ɛ l t ʏ r		
kína	349.1078844188236	4432		k iː n a		
sú	348.6352654417223	4426		ʂ uː		
önnur	347.8475671465535	4416		œ nː ʏ r		
áfram	347.2961783399353	4409		a u v r a m		
bandaríkjunum	346.7447895333171	4402		p a n t a r iː c ɔ n ʏ m		
verður	344.46046447732755	4373		v ɛ r ð ʏ r		v ɛ r ð ʏ r
ein	342.0185997623042	4342		e iː n		e iː n
notað	341.54598078520286	4336		n ɔː t a ð		
jónsson	335.32316425336916	4257		j o u n s s ɔː n		
íslenskt	334.6142357877172	4248		i s t l ɛ n s t		
taka	333.98407715158214	4240		tʰ aː k a		tʰ aː k a
hóf	332.9600693678627	4227		h o uː v		h o uː v
bandaríkjanna	331.8572917546263	4213		p a n t a r iː c a nː a		
urðu	327.68249079023155	4160		ʏ r ð ʏ		
aldar	327.4461813016809	4157		a l t a r		
bandarískur	326.6584830065121	4147		p a n t a r i s k ʏ r		p aː n t a r i s k ʏ r
saga	326.4221735179614	4144		s aː ɣ a		s aː ɣ a
fyrsti	323.90153897342117	4112		f ɪ r̥ s t ɪ		
lauk	323.50768982583674	4107		l ø yː k		
annað	323.350150166803	4105		a nː a ð		
hélt	323.19261050776925	4103		h j ɛ l̥ t		
i	322.3261423830835	4092		ɪː		ɪː
fólk	315.86701636269913	4010		f o u l̥ k		f o u l̥ k
talið	315.0793180675303	4000		tʰ aː l ɪː ð		
fyrr	312.9525326705745	3973		f ɪ rː		
ársins	310.27435846700047	3939		a u r̥ s ɪ n s		
íslensku	308.4626523881122	3916		i s t l ɛ n s k ʏ		iː s l ɛ n s k ʏ
john	307.75372392246027	3907		j ɔː n̥		
gerði	306.0995575026057	3886		c ɛ r ð ɪ		c ɛ r ð ɪ
gaf	304.8392402303356	3870		k aː v		
hlutverk	304.05154193516677	3860		l̥ ʏː t v ɛ r̥ k		l̥ ʏː t v ɛ r̥ k
meðan	303.26384363999796	3850		m ɛː ð a n		m ɛː ð a n
stundum	302.3186056857953	3838		s t ʏ n t ʏ m		s t ʏ n t ʏ m
's	301.4521375611096	3827		s		
enska	300.34935994787327	3813		ɛ n s k a		ɛ n s k a
konungur	300.1130504593226	3810		kʰ ɔː n u ŋ k ʏ r		
sagði	299.7979711412551	3806		s a ɣ ð ɪ		
áhrif	298.69519352801876	3792		a uː r̥ ɪː v		a uː r̥ ɪː v
vel	297.828725403333	3781		v ɛː l		v ɛː l
mörk	297.7499555738162	3780		m œ r̥ k		
texti	297.35610642623175	3775		tʰ ɛ x s t ɪ		
segir	296.56840813106294	3765		s e iː j ɪ r		
finna	294.52039256362394	3739		f ɪ nː a		f ɪ nː a
gekk	294.28408307507334	3736		c ɛ h k		
nær	293.0237658028032	3720		n a iː r		
gera	289.79420279261103	3679		c ɛː r a		c ɛː r a
komu	288.455115690824	3662		kʰ ɔː m ʏ		
hófst	285.6194018282162	3626		h o u f s t		
fæddur	285.5406319986993	3625		f a i tː ʏ r		
tvö	285.5406319986993	3625		tʰ v œː		
menn	284.9104733625643	3617		m ɛ nː		
tveimur	279.9479741030007	3554		tʰ v e iː m ʏ r		
fimm	279.16027580783185	3544		f ɪ mː		f ɪ mː
fleiri	277.74241887652795	3526		f l e iː r ɪ		
árinu	276.2457921157072	3507		a uː r ɪː n ʏ		
forsætisráðherra	276.16702228619033	3506		f ɔ r̥ s a iː t ɪ s r a uː ð h ɛ rː a		f ɔ r̥ s a iː t ɪ s r a uː ð h ɛ rː a
knattspyrnumaður	275.30055416150464	3495		kʰ n a h t͡s p ɪ r t n ʏ m aː ð ʏ r		kʰ n a h t s p ɪ r t n ʏ m aː ð ʏ r
lést	274.1977765482683	3481		l j ɛ s t		
utan	273.9614670597176	3478		ʏː t a n		
sonur	273.88269723020073	3477		s ɔː n ʏ r		s ɔː n ʏ r
hlaut	273.72515757116696	3475		l̥ ø yː t		
hefði	273.0949989350319	3467		h ɛ v ð ɪ		
náði	272.7799196169644	3463		n a uː ð ɪ		
fara	272.5436101284137	3460		f aː r a		f aː r a
km	271.7559118332449	3450		kʰ ɛː m		
fyrri	271.677142003728	3449		f ɪ rː ɪ		
stærsta	269.78666609532286	3425		s t a i r̥ s t a		
enda	269.4715867772553	3421		ɛ n t a		ɛ n t a
tekið	266.7146427441644	3386		tʰ ɛː c ɪ ð		
borgin	266.5571030851307	3384		p ɔ r c ɪ n		
manns	266.5571030851307	3384		m a n s		
leikari	266.32079359658	3381		l e iː k aː r ɪ		l e iː k aː r ɪ
deild	264.2727780291411	3355		t e i l t		t e i l t
öllum	263.7213892225229	3348		œ t l ʏ m		
ég	257.4198028611723	3268		j ɛː ɣ		j ɛ ɣ
nota	256.0019459298684	3250		n ɔː t a		n ɔː t a
fer	254.42654933953074	3230		f ɛː r		
sín	254.34777951001385	3229		ʂ iː n		
lög	253.48131138532815	3218		l œː ɣ		l œː ɣ
halda	253.2450018967775	3215		h a l t a		h a l t a
íslenska	253.1662320672606	3214		i s t l ɛ n s k a		iː s l ɛ n s k a
tvær	251.74837513595673	3196		tʰ v a iː r		
to	250.881907011271	3185		t ɔː		
kvenmannsnafnið	250.33051820465283	3178		kʰ v ɛ n͡m a n s t n a p n ɪ ð		
sjá	250.33051820465283	3178		s j a uː		s j a uː
öll	249.77912939803466	3171		œ t l		
fóru	249.62158973900088	3169		f o uː r ʏ		
stóð	248.99143110286585	3161		s t o uː ð		s t o uː ð
reykjavíkur	248.7551216143152	3158		r e iː c a v iː k ʏ r		
án	248.6763517847983	3157		a uː n		a uː n
landið	248.44004229624767	3154		l a n t ɪ ð		
gegnum	246.3920267288087	3128		c ɛ k n ʏ m		
mun	245.84063792219052	3121		m ʏː n		
fá	244.81663013847106	3108		f a uː		f a uː
meira	243.87139218426847	3096		m e iː r a		
oftast	243.3200033776503	3089		ɔ f t a s t		
heildarfjöldi	242.9261542300659	3084		h e i l t a r f j œ l t ɪ		
sínu	241.98091627586328	3072		s iː n ʏ		
eiga	241.74460678731265	3069		e iː ɣ a		e iː ɣ a
leið	240.79936883311004	3057		l e iː ð		l e iː ð
borg	240.6418291740763	3055		p ɔ r k		p ɔ r k
þessu	239.6178213903568	3042		θ ɛ sː ʏ		
hvort	238.6725834361542	3030		kʰ v ɔ r̥ t		
lið	238.19996445905292	3024		l ɪː ð		l ɪː ð
liðið	236.9396471867828	3008		l ɪː ð ɪ ð		
verða	236.78210752774905	3006		v ɛ r ð a		v ɛ r ð a
dæmis	235.36425059644515	2988		t a iː m ɪ s		
átt	235.36425059644515	2988		a u h t		a u h t
manna	234.89163161934385	2982		m a nː a		m a nː a
eina	234.10393332417502	2972		e iː n a		
dæmi	233.94639366514127	2970		t a iː m ɪ		t a iː m ɪ
rithöfundur	233.23746519948932	2961		r ɪː t h œː v ʏ n t ʏ r		r ɪː t h œː v ʏ n t ʏ r
fræðiheiti	233.00115571093866	2958		f r a iː ð ɪ h e iː t ɪ		
þúsund	231.74083843866856	2942		θ uː s ʏ n t		θ uː s ʏ n t
heim	231.66206860915167	2941		h e iː m		
bjó	231.42575912060101	2938		p j o uː		p j o uː
gerð	230.95314014349972	2932		c ɛ r ð		c ɛ r ð
tegundir	230.24421167784777	2923		tʰ ɛː ɣ ʏ n t ɪ r		
margir	229.53528321219585	2914		m a r c ɪ r		
þriðja	229.37774355316208	2912		θ r ɪ ð j a		
gert	229.14143406461142	2909		c ɛ r̥ t		
liggur	228.66881508751013	2903		l ɪ kː ʏ r		
nýja	228.19619611040883	2897		n iː j a		
embætti	227.88111679234132	2893		ɛ m p a i h t ɪ		ɛ m p a i h t ɪ
segja	227.32972798572314	2886		s e iː j a		s e iː j a
borginni	226.30572020200364	2873		p ɔ r c ɪ nː ɪ		
þættir	226.22695037248678	2872		θ a i h t ɪ r		
notuð	225.6755615658686	2865		n ɔː t ʏ ð		
karlmannsnafnið	225.43925207731795	2862		kʰ a r t l m a n s t n a p n ɪ ð		
sex	224.49401412311536	2850		s ɛ k s		
lét	223.7850856574634	2841		l j ɛː t		
hér	222.9186175327777	2830		h j ɛː r		ç ɛː r
íbúar	222.52476838519328	2825		iː p uː a r		
nokkrum	221.5795304309907	2813		n ɔ h k r ʏ m		
metra	221.26445111292315	2809		m ɛː t r a		
tóku	221.26445111292315	2809		tʰ o uː k ʏ		
lék	221.02814162437252	2806		l j ɛː k		
komst	220.47675281775435	2799		kʰ ɔ m s t		
ári	220.31921315872057	2797		a uː r ɪ		a uː r ɪ
árunum	219.45274503403488	2786		a uː r ɔ n ʏ m		
kona	218.8225863978998	2778		kʰ ɔː n a		kʰ ɔ n a
nafnið	218.8225863978998	2778		n a p n ɪ ð		n a p n ɪ ð
ólafur	218.8225863978998	2778		o uː l aː v ʏ r		
börn	218.66504673886604	2776		p œ r t n		p œ r t n
japan	218.34996742079852	2772		j aː p a n		
sett	217.0896501485284	2756		s ɛ h t		
fæddist	216.53826134191021	2749		f a i tː ɪ s t		
hinn	216.53826134191021	2749		h ɪ nː		h ɪ nː
